property_id,country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
25183,USA,New York,Townhouse,Unfurnished,1212,610318,1969,1,1,1,1,1,0,0,93535,389520,30,13640,220798,0.03,6,4,6,0
25184,China,Shanghai,Studio,Semi-Furnished,3233,1232073,2006,1,3,2,0,1,3,1,86315,998784,25,16095,233289,0.08,6,4,4,0
25185,France,Marseille,Villa,Semi-Furnished,4154,1739832,1962,3,3,1,1,0,1,0,48130,1416851,10,11585,322981,0.33,10,4,6,1
25186,UK,London,Apartment,Fully-Furnished,625,250385,1994,0,4,3,0,0,1,0,76525,205308,30,3975,45077,0.02,8,8,8,1
25187,USA,Chicago,Townhouse,Unfurnished,1082,541757,1998,3,8,7,1,0,0,0,23540,252615,10,10670,289142,0.12,4,10,9,0
25188,UK,Birmingham,Farmhouse,Unfurnished,5383,2151935,1974,3,1,1,1,0,0,0,78970,1055989,30,13440,1095946,0.08,6,6,7,0
25189,China,Shenzhen,Studio,Semi-Furnished,5356,2040202,1998,0,2,1,0,0,3,0,86490,1008190,25,13115,1032012,0.08,8,3,8,0
25190,China,Shanghai,Apartment,Semi-Furnished,1410,538123,1965,2,8,4,0,0,1,0,11040,245620,25,6835,292503,0.15,5,9,4,0
25191,Australia,Brisbane,Studio,Unfurnished,2898,930174,1979,0,7,7,1,1,1,0,93645,478610,15,18635,451564,0.04,6,8,7,0
25192,USA,San Francisco,Villa,Fully-Furnished,4925,2465824,2005,5,5,4,1,1,2,0,93450,1617170,15,14990,848654,0.15,6,10,2,0
25193,Australia,Brisbane,Townhouse,Semi-Furnished,827,267408,1974,0,3,3,0,1,2,0,87585,226922,30,2740,40486,0.02,9,10,4,1
25194,USA,Chicago,Apartment,Unfurnished,5352,2678966,2011,1,4,1,1,0,2,0,10345,1224455,10,14650,1454511,1.34,5,7,4,0
25195,Brazil,Rio de Janeiro,Villa,Unfurnished,4047,805852,2014,0,6,1,1,1,3,0,37346,551337,30,17370,254515,0.09,3,10,6,0
25196,India,Hyderabad,Apartment,Semi-Furnished,1297,199443,1996,4,8,8,0,1,1,0,16215,136075,25,2949,63368,0.06,2,4,6,0
25197,Germany,Munich,Independent House,Semi-Furnished,4289,1286319,1989,6,3,2,0,1,2,0,16950,658808,10,11580,627511,0.44,5,1,6,0
25198,Canada,Toronto,Apartment,Unfurnished,4581,1598811,1999,2,8,5,0,0,4,0,41655,907737,15,10610,691074,0.19,6,1,9,0
25199,USA,San Francisco,Villa,Unfurnished,5551,2778792,1977,2,5,4,1,0,3,1,75580,2151831,25,4325,626961,0.19,5,6,5,0
25200,UK,Birmingham,Farmhouse,Semi-Furnished,5118,2051219,2008,3,4,3,1,0,2,1,69240,1536656,20,2710,514563,0.17,8,3,8,0
25201,Germany,Frankfurt,Villa,Unfurnished,2107,632195,1980,5,4,2,0,0,1,0,81445,442709,20,2720,189486,0.04,7,2,3,1
25202,Brazil,Rio de Janeiro,Villa,Unfurnished,5595,1115577,1976,0,4,2,1,0,3,0,15952,546780,30,3220,568797,0.22,5,5,7,0
25203,Japan,Osaka,Farmhouse,Unfurnished,1511,674980,1990,6,3,2,0,0,2,1,53590,338340,25,10485,336640,0.04,5,10,4,0
25204,India,Pune,Independent House,Semi-Furnished,3508,521677,1983,0,8,7,1,1,1,0,11337,318479,15,3052,203198,0.24,2,2,3,0
25205,UK,Manchester,Townhouse,Fully-Furnished,1405,563547,2016,6,5,4,0,1,3,0,84260,373890,25,3000,189657,0.03,3,8,6,0
25206,China,Beijing,Independent House,Unfurnished,3234,1230278,1973,5,4,4,0,1,1,0,79270,1044473,15,5460,185805,0.11,2,9,4,0
25207,UAE,Dubai,Villa,Semi-Furnished,2220,1330780,1994,3,8,7,1,1,0,0,90640,640879,20,9930,689901,0.05,2,10,2,0
25208,Australia,Brisbane,Villa,Fully-Furnished,5568,1783359,2019,6,5,3,0,0,0,1,53880,1263752,15,4965,519607,0.2,4,1,6,0
25209,Brazil,São Paulo,Townhouse,Semi-Furnished,748,152125,2022,2,6,6,0,1,1,0,17052,95189,25,8810,56936,0.04,5,4,9,0
25210,Japan,Tokyo,Townhouse,Semi-Furnished,1469,660180,1984,2,5,4,0,1,1,0,60975,514772,15,16960,145408,0.07,5,8,1,0
25211,Canada,Vancouver,Independent House,Semi-Furnished,2350,818111,2013,6,8,1,1,0,2,1,80530,506480,30,8495,311631,0.04,9,2,6,0
25212,India,Pune,Studio,Semi-Furnished,3498,526590,2001,1,3,1,1,1,0,0,18487,249452,20,957,277138,0.1,3,3,7,0
25213,China,Shanghai,Independent House,Unfurnished,2520,959694,1961,5,8,8,1,0,2,0,15325,512833,25,10275,446861,0.23,8,3,2,1
25214,South Africa,Cape Town,Townhouse,Semi-Furnished,505,92954,1986,4,3,3,1,0,1,0,8760,45108,10,14890,47846,0.06,5,2,9,0
25215,China,Shanghai,Villa,Fully-Furnished,1799,682000,2023,5,8,3,1,0,2,0,65655,354445,25,19435,327555,0.04,4,3,10,0
25216,UAE,Dubai,Farmhouse,Unfurnished,4739,2844645,2006,5,1,1,1,0,0,0,36805,1323891,15,9810,1520754,0.31,9,5,2,1
25217,Singapore,Singapore,Studio,Fully-Furnished,1631,1146593,1978,5,2,2,0,0,0,0,14085,477435,10,16865,669158,0.38,10,9,3,1
25218,France,Lyon,Apartment,Unfurnished,4866,2048030,1997,6,3,1,0,0,1,1,19300,1380184,25,12485,667846,0.48,6,8,7,0
25219,USA,Chicago,Townhouse,Unfurnished,2478,1235921,1986,0,6,5,0,0,1,0,56370,500548,25,10530,735373,0.06,9,3,8,1
25220,France,Lyon,Independent House,Semi-Furnished,1876,789370,1969,4,2,2,1,1,0,0,54315,538899,30,7020,250471,0.06,10,2,6,1
25221,Singapore,Singapore,Townhouse,Fully-Furnished,1784,1250662,1960,6,3,1,0,0,0,0,24485,1036047,25,7600,214615,0.29,8,10,5,1
25222,France,Marseille,Farmhouse,Unfurnished,2926,1229384,1993,1,2,2,1,1,1,0,11830,733652,15,15820,495732,0.54,9,3,7,0
25223,Canada,Vancouver,Villa,Fully-Furnished,5687,1988937,1980,6,2,2,0,0,3,0,14920,980670,15,6710,1008267,0.57,3,9,1,0
25224,Germany,Frankfurt,Studio,Semi-Furnished,5721,1717928,1976,3,8,5,1,0,0,0,32205,746463,10,17740,971465,0.26,8,10,8,1
25225,France,Paris,Farmhouse,Semi-Furnished,2562,1080311,1996,2,3,1,1,1,2,0,61180,677921,15,10510,402390,0.1,8,5,6,1
25226,Germany,Munich,Studio,Unfurnished,3644,1093123,1966,5,7,2,0,0,1,0,83040,547942,25,4655,545181,0.04,10,2,10,1
25227,Canada,Vancouver,Studio,Semi-Furnished,3054,1070298,1974,1,7,4,0,0,0,0,53665,449363,30,18320,620935,0.05,9,7,6,1
25228,USA,San Francisco,Studio,Semi-Furnished,1647,820852,1977,3,8,1,0,0,2,0,58920,398908,25,17085,421944,0.05,1,8,1,0
25229,Brazil,Rio de Janeiro,Apartment,Semi-Furnished,4195,836460,1984,6,7,2,0,1,1,1,32886,561021,30,7575,275439,0.11,9,2,8,0
25230,Brazil,Rio de Janeiro,Independent House,Unfurnished,4022,807267,1976,2,6,1,1,1,1,1,21766,555478,15,17705,251789,0.22,3,1,5,0
25231,Canada,Vancouver,Apartment,Unfurnished,5336,1865297,2016,2,8,4,1,1,0,0,54340,843516,15,14815,1021781,0.14,5,8,4,0
25232,USA,Chicago,Townhouse,Fully-Furnished,3356,1681295,1981,0,4,1,1,1,5,0,52485,1135423,15,17170,545872,0.19,8,7,4,0
25233,Brazil,Rio de Janeiro,Farmhouse,Unfurnished,1911,379401,2014,2,1,1,1,1,1,0,24296,212512,30,17955,166889,0.06,3,5,3,0
25234,Germany,Frankfurt,Apartment,Unfurnished,1074,321194,1985,6,3,3,0,1,0,0,32815,193028,10,14105,128166,0.07,9,1,7,1
25235,Japan,Osaka,Farmhouse,Fully-Furnished,4388,1970454,1977,4,4,2,0,1,1,0,48395,1571496,30,17265,398958,0.21,9,2,2,1
25236,France,Marseille,Villa,Unfurnished,5782,2427630,1996,0,3,3,0,1,2,0,82680,1105920,20,13045,1321710,0.1,10,4,6,1
25237,France,Lyon,Apartment,Fully-Furnished,5431,2284867,1967,0,5,2,1,0,0,0,15265,1134352,25,13390,1150515,0.5,9,4,9,0
25238,Australia,Melbourne,Independent House,Unfurnished,1216,393272,1963,3,7,1,0,0,0,0,45030,268589,25,19825,124683,0.04,10,7,5,1
25239,USA,Houston,Farmhouse,Semi-Furnished,3693,1842392,1995,3,7,3,1,1,5,0,52740,1208756,25,3535,633636,0.15,3,1,1,0
25240,India,Pune,Farmhouse,Semi-Furnished,1114,168556,1971,3,2,2,0,0,2,0,17551,73938,15,2615,94618,0.04,8,3,8,1
25241,France,Paris,Studio,Unfurnished,5870,2465119,2010,6,1,1,0,1,1,0,50760,1480717,30,3525,984402,0.18,2,9,9,0
25242,USA,New York,Townhouse,Semi-Furnished,2177,1084432,2004,2,6,3,0,0,0,0,29485,596474,25,17450,487958,0.14,3,2,9,0
25243,France,Lyon,Apartment,Fully-Furnished,3967,1665732,1989,2,4,1,1,0,2,0,10575,1269034,15,9485,396698,1.05,3,1,6,0
25244,India,Mumbai,Independent House,Semi-Furnished,453,71338,1978,3,6,6,1,1,3,0,3635,36961,20,3250,34377,0.08,9,10,8,0
25245,Canada,Vancouver,Villa,Fully-Furnished,1057,371954,2015,3,2,2,0,1,1,0,96720,264790,20,10570,107164,0.02,6,5,6,0
25246,South Africa,Cape Town,Townhouse,Semi-Furnished,5677,1026827,1994,0,4,3,0,1,1,0,6572,688120,10,16270,338707,1.19,8,10,1,0
25247,China,Beijing,Farmhouse,Semi-Furnished,3586,1361905,1992,5,2,2,0,1,0,1,85560,845737,25,11010,516168,0.07,7,5,3,0
25248,China,Shenzhen,Farmhouse,Fully-Furnished,3030,1151270,1999,2,7,2,1,1,0,1,41505,585410,15,10795,565860,0.12,8,4,5,0
25249,Japan,Osaka,Independent House,Semi-Furnished,4907,2205017,2018,1,3,2,0,0,0,0,72190,1076998,30,7695,1128019,0.09,6,10,5,0
25250,India,Mumbai,Villa,Fully-Furnished,3679,549706,1964,3,1,1,0,0,2,0,7973,370615,20,2340,179091,0.35,9,2,5,1
25251,Brazil,Rio de Janeiro,Townhouse,Unfurnished,880,171987,2022,4,3,3,1,0,0,0,39840,124577,15,12780,47410,0.03,6,5,9,0
25252,India,Chennai,Townhouse,Unfurnished,4027,602674,2001,1,5,1,1,1,0,0,15962,248615,30,3593,354059,0.1,1,5,3,0
25253,UAE,Abu Dhabi,Villa,Unfurnished,2997,1799260,1991,4,3,3,1,0,2,0,84510,806732,10,18390,992528,0.11,9,5,6,1
25254,Singapore,Singapore,Apartment,Semi-Furnished,4609,3222936,2012,1,1,1,0,0,3,0,18320,1782951,25,15565,1439985,0.66,8,9,8,0
25255,India,Bangalore,Apartment,Unfurnished,2517,381856,1992,0,8,3,0,1,1,0,8687,307327,10,941,74529,0.4,5,5,8,0
25256,China,Shanghai,Independent House,Semi-Furnished,2722,1038743,1965,3,4,4,0,0,1,0,55945,654179,15,7685,384564,0.1,4,4,7,0
25257,UK,Liverpool,Townhouse,Unfurnished,1578,631465,1992,3,6,6,1,1,0,0,92290,324449,10,6340,307016,0.04,9,4,4,1
25258,China,Beijing,Villa,Semi-Furnished,3455,1309390,1999,2,3,1,1,0,3,0,24740,728287,20,3700,581103,0.22,6,7,1,0
25259,Canada,Toronto,Independent House,Unfurnished,4625,1616401,1990,5,2,1,1,1,1,0,74395,1044747,20,12980,571654,0.1,8,6,1,1
25260,Canada,Toronto,Independent House,Fully-Furnished,4628,1615801,1990,4,8,3,1,0,2,1,13225,816987,20,16170,798814,0.46,1,1,3,0
25261,South Africa,Cape Town,Townhouse,Semi-Furnished,4977,899746,1965,0,4,1,1,0,0,1,9928,614566,25,8220,285180,0.42,7,6,5,0
25262,USA,Chicago,Villa,Fully-Furnished,921,463105,2016,1,1,1,0,0,1,0,47675,214541,10,18895,248564,0.05,7,10,2,1
25263,Brazil,São Paulo,Townhouse,Fully-Furnished,2643,525215,2002,2,1,1,0,0,0,0,5796,224043,20,17860,301172,0.29,8,6,7,1
25264,Australia,Melbourne,Studio,Fully-Furnished,2300,734853,1970,6,3,1,0,1,0,0,25600,433463,15,8980,301390,0.15,5,8,1,0
25265,France,Lyon,Independent House,Semi-Furnished,1904,798927,2002,6,8,5,0,0,3,0,23440,665377,30,13195,133550,0.18,5,1,7,0
25266,Australia,Sydney,Studio,Unfurnished,916,291718,2003,4,8,7,1,1,1,0,85390,118453,20,6315,173265,0.01,9,8,2,1
25267,France,Paris,Villa,Unfurnished,3219,1349212,2001,1,1,1,1,1,1,1,14760,1044491,25,13085,304721,0.48,6,3,10,0
25268,France,Marseille,Townhouse,Unfurnished,1536,641339,1984,3,8,2,0,1,0,1,16975,464653,20,11125,176686,0.2,10,10,10,0
25269,USA,Los Angeles,Studio,Fully-Furnished,4871,2433182,1968,4,1,1,1,0,4,0,12250,2006029,15,2710,427153,1.43,6,10,2,0
25270,Germany,Munich,Townhouse,Fully-Furnished,4005,1204252,1969,3,2,2,1,0,1,0,79570,883191,10,11220,321061,0.13,2,10,6,0
25271,UAE,Dubai,Villa,Semi-Furnished,1402,836378,1965,1,6,4,1,0,1,0,42630,468049,25,18120,368329,0.07,5,4,6,0
25272,Singapore,Singapore,Villa,Unfurnished,2978,2087426,2000,6,4,4,0,1,1,0,47290,1407690,30,16570,679736,0.19,1,5,2,0
25273,Germany,Munich,Independent House,Semi-Furnished,5082,1525146,1967,1,5,1,0,1,4,0,14455,724696,20,18220,800450,0.37,8,9,10,0
25274,Japan,Osaka,Townhouse,Unfurnished,4063,1833219,1962,6,1,1,1,1,1,0,85925,1501621,20,15095,331598,0.13,5,10,2,0
25275,UK,Liverpool,Apartment,Semi-Furnished,3572,1429695,1973,4,1,1,1,0,0,1,80710,968293,10,13665,461402,0.14,4,1,4,0
25276,Germany,Munich,Townhouse,Fully-Furnished,4595,1378489,1965,5,6,1,0,1,1,0,38250,681865,30,15340,696624,0.11,2,3,5,0
25277,Japan,Kyoto,Studio,Fully-Furnished,1853,829061,1986,2,5,5,0,0,1,1,42305,338805,20,10900,490256,0.06,10,4,10,0
25278,UK,Birmingham,Studio,Semi-Furnished,1551,621528,2007,1,7,2,0,1,2,0,59985,257233,30,14440,364295,0.03,6,8,9,0
25279,South Africa,Cape Town,Apartment,Unfurnished,3589,642143,1971,3,3,3,1,0,4,1,35712,382415,10,18900,259728,0.12,6,3,5,0
25280,India,Mumbai,Independent House,Fully-Furnished,5034,755264,1987,5,7,5,1,1,1,0,18917,551242,15,2182,204022,0.25,8,3,3,1
25281,UK,Manchester,Townhouse,Fully-Furnished,3535,1416541,2009,4,2,2,0,1,2,0,59930,639783,10,10790,776758,0.12,5,10,9,0
25282,USA,Houston,Apartment,Fully-Furnished,1733,869688,1983,1,6,1,1,0,1,0,28525,624480,15,15135,245208,0.19,8,4,6,1
25283,South Africa,Cape Town,Farmhouse,Unfurnished,4217,757922,1988,2,4,1,1,1,3,1,7308,615247,20,8045,142675,0.63,10,6,1,0
25284,UAE,Dubai,Villa,Unfurnished,627,372571,2012,5,3,1,1,1,0,1,13225,266430,15,9530,106141,0.18,7,1,10,0
25285,Germany,Frankfurt,Apartment,Fully-Furnished,3026,905381,1985,3,5,1,1,0,1,0,18020,376493,30,19985,528888,0.13,9,5,1,1
25286,Singapore,Singapore,Villa,Unfurnished,2059,1438580,1999,2,6,2,1,1,3,0,89015,773192,30,17825,665388,0.05,8,2,7,0
25287,UK,Liverpool,Farmhouse,Semi-Furnished,4379,1747288,1985,1,8,4,0,1,4,0,21815,1343756,20,9905,403532,0.46,3,4,8,0
25288,South Africa,Johannesburg,Farmhouse,Fully-Furnished,5840,1047406,1997,0,8,7,0,1,1,0,15780,722970,30,3980,324436,0.29,9,10,7,1
25289,China,Beijing,Apartment,Semi-Furnished,1450,550627,1968,3,5,4,0,0,1,1,96350,356062,20,6040,194565,0.03,4,5,8,0
25290,India,Hyderabad,Studio,Fully-Furnished,2277,340194,1999,2,1,1,0,0,1,0,10863,270252,20,1471,69942,0.19,4,3,10,0
25291,Germany,Berlin,Apartment,Unfurnished,4703,1409989,2012,4,5,2,0,0,1,0,70485,848722,20,5455,561267,0.09,1,5,8,0
25292,Japan,Tokyo,Independent House,Fully-Furnished,2270,1022958,1995,0,1,1,0,0,2,0,81670,713129,30,19780,309829,0.06,3,7,1,0
25293,Canada,Toronto,Independent House,Fully-Furnished,4831,1694914,1972,0,6,5,0,0,1,0,51970,1014438,20,4300,680476,0.15,4,4,1,0
25294,Brazil,São Paulo,Farmhouse,Unfurnished,3936,785896,1996,4,2,2,1,0,4,0,4006,664401,25,3095,121495,1.12,7,8,1,0
25295,South Africa,Johannesburg,Independent House,Fully-Furnished,2376,430163,1995,3,8,2,0,0,4,1,15996,183718,25,18275,246445,0.08,7,9,1,0
25296,Canada,Toronto,Villa,Semi-Furnished,4140,1446620,2000,6,6,6,1,1,3,0,56865,1011766,20,4015,434854,0.13,4,6,9,0
25297,India,Bangalore,Studio,Unfurnished,2166,327551,1973,5,8,2,0,0,1,0,10821,222516,30,3870,105035,0.13,6,8,9,0
25298,Germany,Munich,Independent House,Unfurnished,1031,310889,1992,2,1,1,1,0,1,0,89925,150929,10,7200,159960,0.02,4,4,6,0
25299,Singapore,Singapore,Villa,Fully-Furnished,2872,2011012,2017,5,6,5,1,1,1,0,95745,1559892,15,6605,451120,0.14,8,6,1,1
25300,Germany,Berlin,Townhouse,Fully-Furnished,732,219210,1990,6,7,3,1,0,2,0,36885,163803,10,16170,55407,0.05,5,6,3,0
25301,Germany,Munich,Farmhouse,Fully-Furnished,5850,1752730,1993,6,3,3,0,1,0,0,14120,1397932,20,6730,354798,0.74,1,1,7,0
25302,Australia,Brisbane,Villa,Fully-Furnished,1837,590798,1965,0,7,2,0,1,0,1,99510,312892,30,6625,277906,0.02,2,8,7,0
25303,France,Marseille,Farmhouse,Fully-Furnished,4130,1729932,2011,1,6,2,0,1,1,0,32060,1417139,20,16765,312793,0.33,7,1,3,1
25304,Brazil,São Paulo,Apartment,Semi-Furnished,4222,848213,1976,0,5,2,1,0,0,0,29718,427901,15,17235,420312,0.13,5,6,2,0
25305,UK,Liverpool,Farmhouse,Fully-Furnished,5041,2014816,2008,6,7,4,1,1,2,0,58385,988097,30,18510,1026719,0.11,4,1,10,0
25306,France,Paris,Independent House,Unfurnished,4349,1830113,1983,6,3,1,0,1,0,1,14250,1058456,25,11760,771657,0.5,6,6,1,0
25307,Singapore,Singapore,Villa,Unfurnished,554,384120,1971,0,3,3,1,0,0,0,30045,222195,30,10365,161925,0.05,10,8,6,1
25308,Singapore,Singapore,Farmhouse,Semi-Furnished,4903,3434823,2003,5,5,3,1,0,1,1,37755,1555878,30,18545,1878945,0.26,7,9,6,0
25309,France,Lyon,Farmhouse,Semi-Furnished,4034,1690649,1985,2,3,3,1,0,0,0,68280,1292219,20,19545,398430,0.14,8,2,2,1
25310,UK,Liverpool,Villa,Fully-Furnished,4725,1893042,1984,4,6,1,1,1,1,0,19950,837176,30,10365,1055866,0.27,3,3,3,0
25311,Singapore,Singapore,Apartment,Semi-Furnished,1777,1248410,1968,4,8,4,0,1,2,0,27760,553182,20,5310,695228,0.15,3,8,5,0
25312,China,Beijing,Villa,Semi-Furnished,3763,1426910,1971,3,1,1,0,0,1,1,81710,1130147,30,19405,296763,0.09,6,4,6,0
25313,Brazil,Rio de Janeiro,Independent House,Fully-Furnished,3704,737562,1989,3,5,5,0,0,0,1,26138,419171,10,13620,318391,0.18,1,9,5,0
25314,China,Shanghai,Studio,Unfurnished,947,359408,1996,1,3,1,0,1,3,1,56460,270706,20,7165,88702,0.04,8,7,8,0
25315,Singapore,Singapore,Townhouse,Semi-Furnished,4503,3154422,2001,2,7,3,1,1,0,0,23490,2561051,25,14875,593371,0.74,8,8,6,0
25316,Brazil,São Paulo,Farmhouse,Fully-Furnished,774,158635,1991,3,5,3,1,1,2,0,33764,88991,20,12450,69644,0.02,8,7,9,1
25317,Canada,Montreal,Studio,Semi-Furnished,1861,653063,1986,1,6,3,1,1,0,0,79140,383881,10,9915,269182,0.06,5,5,6,0
25318,Canada,Toronto,Villa,Fully-Furnished,440,151018,1999,0,7,5,1,0,0,0,48850,116765,30,10220,34253,0.02,4,8,10,0
25319,USA,San Francisco,Independent House,Semi-Furnished,506,251131,1970,3,6,5,0,1,0,0,68300,141848,30,5490,109283,0.01,3,1,4,0
25320,Brazil,São Paulo,Apartment,Fully-Furnished,4462,890012,1978,5,7,5,0,0,1,1,36656,377857,20,10910,512155,0.08,10,2,7,0
25321,UAE,Dubai,Townhouse,Unfurnished,5123,3071194,1975,4,8,8,0,0,1,0,50825,2278752,25,2890,792442,0.3,6,5,5,0
25322,Brazil,São Paulo,Independent House,Fully-Furnished,5400,1084740,2001,6,5,2,1,1,1,1,9864,788217,15,7180,296523,0.7,6,10,5,0
25323,UK,Birmingham,Studio,Fully-Furnished,3160,1268214,1998,3,4,1,1,1,1,0,74260,906839,10,8605,361375,0.14,3,5,7,0
25324,Singapore,Singapore,Independent House,Semi-Furnished,5482,3837965,2014,2,2,1,0,1,1,0,63280,2998555,10,2515,839410,0.54,3,7,10,0
25325,USA,New York,Studio,Unfurnished,989,498606,1969,0,8,2,0,1,1,0,37160,253258,10,19125,245348,0.08,10,7,1,1
25326,Australia,Brisbane,Studio,Unfurnished,3647,1164631,2006,2,1,1,1,0,1,0,34735,873072,20,10595,291559,0.19,10,9,8,1
25327,Singapore,Singapore,Townhouse,Semi-Furnished,741,514798,1980,5,6,1,0,0,0,0,94205,233867,10,8420,280931,0.03,10,2,7,1
25328,Brazil,São Paulo,Farmhouse,Semi-Furnished,3634,726206,1974,2,5,2,0,1,0,0,23984,570916,10,16595,155290,0.27,4,8,8,0
25329,Australia,Sydney,Studio,Semi-Furnished,4213,1343246,2023,5,2,1,1,1,0,1,14290,667801,25,15065,675445,0.32,7,8,7,0
25330,France,Marseille,Studio,Semi-Furnished,590,246044,1963,2,6,6,1,0,0,1,50315,178619,10,14245,67425,0.04,5,8,6,0
25331,Australia,Brisbane,Townhouse,Unfurnished,1442,460484,2007,5,5,5,1,1,1,0,69840,364182,30,13100,96302,0.03,2,1,2,0
25332,Brazil,Rio de Janeiro,Villa,Semi-Furnished,2401,484253,1983,6,8,3,1,0,3,0,22294,347045,25,3320,137208,0.11,8,5,8,0
25333,South Africa,Cape Town,Villa,Unfurnished,2842,512175,1989,5,2,1,0,0,1,0,37436,219970,15,14940,292205,0.05,2,1,4,0
25334,Brazil,Rio de Janeiro,Studio,Semi-Furnished,1617,324204,2000,4,3,2,0,1,0,0,27958,197951,15,8085,126253,0.06,7,5,5,1
25335,Brazil,Rio de Janeiro,Studio,Unfurnished,2434,489386,2013,6,5,3,1,0,0,1,5078,333380,15,19460,156006,0.57,10,2,10,0
25336,China,Beijing,Independent House,Semi-Furnished,5339,2030504,1960,0,4,4,1,0,1,0,17825,1199638,10,17210,830866,0.76,6,4,1,0
25337,Japan,Osaka,Townhouse,Semi-Furnished,5169,2321107,1974,0,4,2,0,1,1,0,53105,1659661,15,10885,661446,0.27,4,8,8,0
25338,China,Shanghai,Independent House,Semi-Furnished,2828,1070479,1963,6,3,2,1,1,0,0,36560,697498,20,12815,372981,0.14,7,4,9,1
25339,France,Paris,Independent House,Unfurnished,5238,2199701,1986,5,6,1,0,1,2,0,56615,1829870,30,6545,369831,0.2,10,9,3,1
25340,Singapore,Singapore,Apartment,Semi-Furnished,4396,3076715,1980,1,5,2,1,1,0,0,95310,1451387,15,15060,1625328,0.13,3,8,1,0
25341,France,Lyon,Studio,Fully-Furnished,2914,1226129,1964,4,1,1,1,0,1,0,79460,759241,30,10365,466888,0.06,1,6,7,0
25342,China,Shenzhen,Villa,Semi-Furnished,4072,1548958,2018,1,7,5,0,0,0,0,77430,871447,25,5505,677511,0.08,8,6,10,1
25343,UK,Liverpool,Townhouse,Unfurnished,2131,851267,1975,1,8,3,0,1,0,0,90625,412286,20,3490,438981,0.03,10,5,3,1
25344,USA,Los Angeles,Studio,Fully-Furnished,3764,1883029,2021,0,4,3,0,0,5,0,10640,1255204,25,8510,627825,0.8,10,7,3,0
25345,Canada,Montreal,Studio,Semi-Furnished,4763,1670000,2006,2,4,3,0,1,0,0,16255,770319,20,9220,899681,0.35,9,5,4,1
25346,South Africa,Johannesburg,Farmhouse,Semi-Furnished,4015,726804,1999,3,7,7,0,0,0,0,24328,485142,15,8740,241662,0.17,9,5,1,1
25347,Japan,Kyoto,Independent House,Fully-Furnished,4916,2216628,2023,1,7,4,0,1,1,1,91880,1784225,20,6670,432403,0.14,10,7,9,0
25348,South Africa,Cape Town,Apartment,Semi-Furnished,2674,485918,2008,0,6,2,1,1,1,1,6270,324573,15,3570,161345,0.45,1,4,6,0
25349,USA,New York,Townhouse,Fully-Furnished,2226,1108237,1960,5,1,1,0,1,2,0,96470,461914,15,7620,646323,0.04,7,4,6,1
25350,Singapore,Singapore,Villa,Unfurnished,795,557695,1998,4,3,1,0,0,0,0,18605,320991,15,2995,236704,0.15,1,6,4,0
25351,France,Lyon,Studio,Fully-Furnished,3248,1360236,2011,2,8,2,1,1,0,0,52280,611344,20,8175,748892,0.09,3,1,4,0
25352,Singapore,Singapore,Studio,Semi-Furnished,1454,1021339,2006,3,5,2,0,0,1,1,30215,522681,20,16840,498658,0.13,1,3,3,0
25353,Germany,Frankfurt,Farmhouse,Unfurnished,3266,982642,1969,0,2,2,0,0,1,0,45250,817937,10,16915,164705,0.21,10,10,1,1
25354,Brazil,São Paulo,Farmhouse,Unfurnished,4725,941223,2012,4,6,3,1,0,1,0,16644,389520,20,6165,551703,0.17,7,3,10,1
25355,Brazil,São Paulo,Apartment,Unfurnished,5491,1095069,1965,5,5,5,0,1,1,0,21546,762412,30,18750,332657,0.22,1,1,4,0
25356,UAE,Abu Dhabi,Townhouse,Semi-Furnished,4956,2973490,2009,6,8,6,1,0,4,1,19955,1602474,30,6445,1371016,0.51,4,4,5,0
25357,Brazil,Rio de Janeiro,Studio,Semi-Furnished,5927,1189877,2013,1,8,2,1,1,1,0,25368,741598,30,10090,448279,0.18,10,6,8,1
25358,South Africa,Cape Town,Farmhouse,Fully-Furnished,1914,344610,2002,1,3,1,0,1,0,1,19580,181548,15,2705,163062,0.08,1,5,2,0
25359,UK,Birmingham,Townhouse,Unfurnished,2653,1062204,2013,2,7,2,1,0,3,0,89700,481816,20,14070,580388,0.04,6,1,10,0
25360,South Africa,Johannesburg,Villa,Fully-Furnished,2716,489499,1974,5,4,1,1,0,3,0,22864,229182,25,16330,260317,0.07,9,6,2,0
25361,Australia,Brisbane,Apartment,Unfurnished,855,274831,1972,5,8,2,0,1,1,0,66410,125244,20,8320,149587,0.01,9,2,9,1
25362,Japan,Kyoto,Townhouse,Semi-Furnished,5232,2354254,1960,3,6,4,1,1,1,0,66620,1663873,25,17125,690381,0.17,1,6,5,0
25363,USA,Los Angeles,Apartment,Unfurnished,3628,1815803,1985,4,2,2,1,0,5,1,67055,1069081,30,19345,746722,0.1,6,2,3,0
25364,France,Paris,Studio,Semi-Furnished,2633,1108560,1997,2,5,2,0,0,0,0,57825,866066,15,9445,242494,0.13,6,5,4,0
25365,India,Delhi,Studio,Fully-Furnished,1599,242726,1977,4,1,1,0,1,1,1,18472,162453,15,3285,80273,0.08,8,3,2,0
